country_region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29
Spain,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.0,30.0,32.0,32.0,183.0,183.0,193.0,517.0,517.0,530.0,1028.0,1081.0,1107.0,1588.0,2125.0,2125.0,3355.0,3794.0,5367.0,7015.0,9357.0,12285.0,14709.0,16780.0,19259.0,22647.0,26743.0,30513.0,34219.0,38080.0,40437.0,43208.0,48021.0,52165.0,55668.0,59109.0,62391.0,64727.0,67504.0,70853.0,74797.0,74797.0,74797.0,77357.0,80587.0,82514.0,85915.0,89250.0,92355.0,95708.0,117727.0,120832.0,123903.0,132929.0,112050.0,112050.0,117248.0,118902.0,121343.0,123486.0,126002.0,128511.0,131148.0,133952.0,136166.0,137139.0,138980.0,140823.0,143374.0,144783.0,146446.0,146446.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0,150376.0
Sri Lanka,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,7.0,7.0,9.0,11.0,15.0,17.0,21.0,21.0,24.0,27.0,33.0,38.0,42.0,44.0,49.0,54.0,54.0,56.0,56.0,61.0,63.0,68.0,77.0,86.0,96.0,98.0,102.0,105.0,107.0,109.0,118.0,120.0,126.0,134.0,136.0,154.0,162.0,172.0,184.0,194.0,213.0,215.0,232.0,240.0,260.0,321.0,343.0,366.0,382.0,445.0,477.0,520.0,538.0,559.0,569.0,584.0,604.0,620.0,660.0,674.0,695.0,712.0,732.0,745.0,754.0,781.0,801.0,811.0,823.0,836.0,839.0,858.0,891.0,941.0,990.0,1057.0,1122.0,1150.0,1196.0,1252.0,1287.0,1342.0,1371.0,1397.0,1421.0,1446.0,1472.0,1498.0,1526.0,1548.0,1562.0,1602.0,1619.0,1639.0,1661.0,1678.0,1711.0,1748.0,1827.0,1863.0,1885.0,1903.0,1917.0,1955.0,1967.0,1979.0,1980.0,1980.0,1981.0,1981.0,1988.0,2001.0,2007.0,2012.0,2023.0,2035.0,2041.0,2048.0,2064.0,2077.0,2094.0,2103.0,2106.0,2121.0,2296.0,2317.0
St. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,8.0,12.0,14.0,14.0,19.0,20.0,21.0,31.0,32.0,39.0,46.0,52.0,52.0,61.0,70.0,80.0,92.0,102.0,119.0,149.0,162.0,173.0,198.0,198.0,205.0,222.0,222.0,247.0,286.0,286.0,309.0,372.0,424.0,458.0,503.0,503.0,749.0,749.0,816.0,1272.0,1423.0,1522.0,1625.0,1711.0,1825.0,1924.0,2014.0,2014.0,2059.0,2127.0,2202.0,2278.0,2416.0,2556.0,2610.0,2720.0,2820.0,2966.0,2966.0,3086.0,3325.0,3325.0,3460.0,3699.0,3699.0,3806.0,4014.0,4014.0,4014.0,4014.0,4014.0,4606.0,4606.0,4624.0,4673.0,4673.0,4899.0,5034.0,5074.0,5200.0,5277.0,5341.0,5341.0,5403.0,5579.0,5601.0,5601.0,5601.0,5637.0,5707.0,5707.0,5707.0,5835.0,5835.0,5855.0,5890.0,5890.0,5939.0,6001.0,6001.0
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,48.0,48.0,48.0,74.0,74.0,74.0,106.0,132.0,132.0,154.0,176.0,181.0,191.0,199.0,217.0,227.0,242.0,252.0,267.0,276.0,292.0,315.0,405.0,434.0,456.0,481.0,495.0,495.0,526.0,543.0,573.0,581.0,600.0,610.0,627.0,656.0,705.0,739.0,774.0,804.0,853.0,890.0,925.0,965.0,1003.0
Sweden,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,103.0,103.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,381.0,381.0,381.0,381.0,381.0,381.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,1005.0,4074.0,4074.0,4074.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,4971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,15.0,15.0,15.0,131.0,131.0,131.0,131.0,131.0,1530.0,1530.0,1595.0,1823.0,1823.0,2967.0,4013.0,4846.0,6415.0,6415.0,8056.0,8704.0,9800.0,10600.0,11100.0,12100.0,12700.0,13700.0,13700.0,15400.0,15900.0,16400.0,17100.0,17800.0,18600.0,19400.0,19900.0,20600.0,21000.0,21300.0,21800.0,22200.0,22600.0,22600.0,23400.0,23900.0,24200.0,24500.0,25200.0,25400.0,25700.0,25900.0,26100.0,26400.0,26600.0,26800.0,26800.0,27100.0,27100.0,27100.0,27400.0,27500.0,27600.0,27700.0,27800.0,27900.0,27900.0,28000.0,28100.0,28200.0,28200.0,28300.0,28300.0,28300.0,28400.0,28500.0,28500.0,28500.0,28600.0,28600.0,28600.0,28700.0,28700.0,28700.0,28700.0,28700.0,28800.0,28800.0,28800.0,28800.0,28900.0,28900.0,28900.0,28900.0,28900.0,28900.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,29100.0,29100.0,29100.0,29200.0,29200.0,29200.0,29200.0,29200.0,29300.0,29300.0,29300.0,29400.0,29400.0,29400.0,29500.0,29600.0,29600.0,29800.0,29800.0,29900.0,29900.0,29900.0,30300.0,30300.0,30300.0,30500.0,30500.0,30500.0,30500.0,30700.0,30900.0,31000.0,31100.0
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,11.0,14.0,19.0,21.0,21.0,21.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,41.0,41.0,41.0,43.0,43.0,43.0,43.0,46.0,46.0,50.0,53.0,53.0,53.0,58.0,58.0,62.0,62.0,68.0,68.0,68.0,71.0,74.0,78.0,78.0,78.0,78.0,78.0,83.0,83.0,83.0,94.0,94.0,96.0,102.0,102.0,102.0,102.0,105.0,110.0,113.0,123.0,123.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,136.0,138.0,140.0,140.0,144.0,144.0,144.0,154.0,160.0,165.0,174.0,184.0,191.0,200.0,210.0,220.0,229.0
Taipei and environs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,15.0,,17.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,26.0,26.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,30.0,30.0,39.0,39.0,39.0,45.0,50.0,50.0,50.0,57.0,57.0,61.0,67.0,91.0,99.0,109.0,109.0,124.0,124.0,155.0,166.0,178.0,189.0,203.0,217.0,236.0,253.0,264.0,275.0,281.0,290.0,307.0,311.0,322.0,324.0,324.0,332.0,334.0,334.0,339.0,347.0,355.0,361.0,366.0,368.0,372.0,375.0,383.0,387.0,389.0,395.0,398.0,398.0,398.0,398.0,408.0,411.0,414.0,415.0,416.0,419.0,420.0,420.0,421.0,423.0,427.0,427.0,428.0,428.0,429.0,429.0,430.0,430.0,431.0,431.0,431.0,431.0,431.0,431.0,433.0,433.0,434.0,434.0,434.0,434.0,434.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,437.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,470.0,470.0,1089.0,1223.0,1301.0,1395.0,1417.0,1575.0,1674.0,1769.0,1865.0,2004.0,2089.0,2217.0,2347.0,2401.0,2491.0,2583.0,2673.0,2763.0,2815.0,2947.0,3062.0,3158.0,3288.0,3409.0,3503.0,3624.0,3700.0,3762.0,3830.0,3894.0,3995.0,4039.0,4109.0,4194.0,4267.0,4331.0,4391.0,4448.0,4506.0,4506.0,4627.0,4690.0,4690.0,4809.0,4858.0,4914.0,4965.0,5011.0,5067.0,5115.0,5176.0,5228.0,5278.0,5332.0,5383.0,5431.0,5483.0,5529.0,5578.0,5629.0,5683.0,5741.0,5793.0,5851.0,5906.0,5970.0,6028.0,6065.0,6103.0
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,48.0,48.0,48.0,48.0,48.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0
Thailand,0.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,14.0,15.0,15.0,15.0,15.0,17.0,17.0,21.0,21.0,22.0,22.0,22.0,28.0,28.0,28.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,33.0,34.0,34.0,35.0,35.0,35.0,35.0,41.0,42.0,42.0,42.0,42.0,44.0,52.0,52.0,70.0,88.0,97.0,97.0,97.0,229.0,342.0,505.0,505.0,612.0,674.0,793.0,793.0,888.0,888.0,940.0,1013.0,1135.0,1218.0,1288.0,1405.0,1497.0,1593.0,1689.0,1787.0,1928.0,1999.0,2108.0,2352.0,2430.0,2547.0,2547.0,2594.0,2609.0,2652.0,2665.0,2684.0,2719.0,2732.0,2739.0,2740.0,2747.0,2761.0,2772.0,2784.0,2787.0,2794.0,2796.0,2798.0,2844.0,2850.0,2854.0,2855.0,2856.0,2857.0,2857.0,2888.0,2897.0,2910.0,2916.0,2921.0,2928.0,2929.0,2931.0,2945.0,2945.0,2961.0,2963.0,2965.0,2966.0,2968.0,2968.0,2971.0,2971.0,2972.0,2973.0,2973.0,2981.0,2987.0,2987.0,2987.0,2987.0,2987.0,2993.0,2996.0,2997.0,3008.0,3018.0,3018.0,3022.0,3023.0,3038.0,3038.0,3040.0,3053.0,3053.0,3053.0,3056.0,3059.0,3059.0,3066.0,3066.0,3071.0,3072.0,3074.0,3074.0,3085.0,3087.0,3088.0,3088.0,3090.0,3091.0,3092.0,3095.0,3096.0,3096.0,3096.0,3096.0,3105.0,3105.0,3107.0,3107.0,3109.0,3109.0,3111.0,3111.0,3111.0
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,16.0,16.0,16.0,16.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,17.0,17.0,17.0,20.0,23.0,23.0,23.0,24.0,25.0,25.0,29.0,29.0,32.0,35.0,45.0,48.0,49.0,52.0,53.0,56.0,56.0,59.0,59.0,62.0,62.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,74.0,74.0,77.0,85.0,85.0,87.0,89.0,89.0,92.0,96.0,96.0,96.0,99.0,104.0,106.0,107.0,110.0,118.0,121.0,133.0,141.0,161.0,177.0,183.0,197.0,202.0,206.0,211.0,215.0,230.0,236.0,239.0,240.0,240.0,248.0,251.0,260.0,265.0,271.0,279.0,291.0,291.0,299.0,344.0,353.0,353.0,361.0,366.0,375.0,380.0,384.0,392.0,394.0,395.0,396.0,401.0,401.0,402.0,414.0,424.0,424.0,432.0,447.0,450.0,467.0,475.0,483.0,494.0,494.0,513.0,517.0,528.0,534.0,543.0,546.0,548.0,551.0,554.0,560.0,578.0,584.0,585.0,587.0,599.0,607.0,612.0,612.0
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,16.0,16.0,17.0,19.0,20.0,20.0,21.0,21.0,22.0,28.0,37.0,48.0,48.0,53.0,54.0,59.0,59.0,71.0,72.0,83.0,88.0,93.0,99.0,103.0,103.0,103.0,103.0,104.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,113.0,115.0,115.0,115.0,115.0,115.0,117.0,117.0,117.0,120.0,120.0,120.0,120.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,127.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,25.0,25.0,25.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,148.0,148.0,190.0,190.0,194.0,207.0,216.0,279.0,279.0,294.0,305.0,316.0,323.0,328.0,406.0,482.0,591.0,600.0,638.0,660.0,700.0,727.0,740.0,759.0,770.0,802.0,807.0,816.0,819.0,826.0,862.0,883.0,903.0,914.0,917.0,919.0,929.0,929.0,938.0,946.0,950.0,960.0,964.0,965.0,965.0,968.0,969.0,977.0,982.0,982.0,982.0,983.0,989.0,995.0,995.0,998.0,999.0,1002.0,1004.0,1006.0,1014.0,1017.0,1020.0,1020.0,1023.0,1023.0,1023.0,1023.0,1025.0,1029.0,1029.0,1031.0,1038.0,1039.0,1045.0,1046.0,1048.0,1049.0,1049.0,1050.0,1055.0,1067.0,1076.0,1076.0,1082.0,1087.0,1091.0,1093.0,1095.0,1095.0,1097.0,1099.0,1103.0,1108.0,1118.0,1124.0,1133.0,1142.0,1157.0,1168.0,1178.0
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,42.0,70.0,105.0,162.0,243.0,333.0,415.0,484.0,786.0,1042.0,1326.0,1582.0,1846.0,2142.0,2423.0,2965.0,3446.0,3957.0,4799.0,5674.0,7089.0,8631.0,10453.0,11976.0,13430.0,14918.0,16477.0,18491.0,21737.0,25582.0,29140.0,33791.0,38809.0,44040.0,48886.0,53808.0,58259.0,63151.0,68166.0,73285.0,78202.0,82984.0,86396.0,89480.0,92691.0,95780.0,98889.0,101715.0,104030.0,106133.0,108137.0,109962.0,111577.0,112895.0,113987.0,114990.0,116111.0,117602.0,118694.0,120015.0,121507.0,122793.0,124369.0,125963.0,126984.0,127973.0,128947.0,129921.0,130852.0,131778.0,133400.0,135322.0,137969.0,141380.0,144598.0,146839.0,147860.0,149102.0,150087.0,151417.0,152364.0,153379.0,154640.0,156022.0,157516.0,158828.0,160240.0,161533.0,162848.0,164234.0,165706.0,167198.0,169182.0,170595.0,171809.0,173111.0,175422.0,176965.0,178278.0,179492.0,180680.0,182995.0,185292.0,187511.0,190390.0,191883.0,193217.0,194515.0,195671.0,196720.0,197733.0,198820.0,199834.0,201013.0,202010.0,203002.0,204011.0,205214.0,206365.0,207374.0,208477.0,209487.0,210469.0,211561.0,212557.0
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,8.0,12.0,20.0,20.0,22.0,28.0,38.0,38.0,45.0,46.0,46.0,46.0,46.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,66.0,68.0,68.0,68.0,69.0,69.0,69.0,69.0,72.0,72.0,72.0,72.0,82.0,82.0,82.0,82.0,82.0,96.0,103.0,118.0,119.0,161.0,161.0,219.0,240.0,299.0,351.0,420.0,486.0,492.0,492.0,578.0,631.0,699.0,717.0,731.0,761.0,761.0,794.0,808.0,819.0,837.0,847.0,849.0,868.0,891.0,892.0,896.0,904.0,908.0,938.0,952.0,972.0,977.0,984.0,1004.0,1014.0,1023.0,1023.0,1023.0,1071.0,958.0,958.0,971.0,975.0,982.0,982.0,986.0,989.0,1028.0
